event_id,recall_number,classification,status,year,term_init_duration,duration (month),problem type
61901,F-1611-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1548-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1547-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1613-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1569-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1588-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1610-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1604-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1617-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1602-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1628-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1618-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1622-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1614-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1567-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1626-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1568-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1551-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1612-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1627-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1544-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1552-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1554-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1605-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1565-2012,Class I,Terminated,2012,124,5,listeria
61901,F-1599-2012,Class I,Terminated,2012,124,5,listeria
61912,F-1234-2013,Class I,Terminated,2012,411,14,salmonella
61912,F-1237-2013,Class I,Terminated,2012,411,14,salmonella
61912,F-1236-2013,Class I,Terminated,2012,411,14,salmonella
62058,F-0594-2013,Class I,Terminated,2012,303,11,salmonella
62124,F-1860-2012,Class I,Terminated,2012,637,22,allergen/undeclared
62124,F-1859-2012,Class I,Terminated,2012,637,22,allergen/undeclared
62277,F-1749-2012,Class I,Terminated,2012,41,2,allergen/undeclared
62290,F-1475-2012,Class I,Terminated,2012,395,14,salmonella
62290,F-1476-2012,Class I,Terminated,2012,395,14,salmonella
62336,F-1689-2012,Class I,Terminated,2012,182,7,allergen/undeclared
62336,F-1706-2012,Class I,Terminated,2012,182,7,allergen/undeclared
62336,F-1690-2012,Class I,Terminated,2012,182,7,allergen/undeclared
62336,F-1691-2012,Class I,Terminated,2012,182,7,allergen/undeclared
62336,F-1697-2012,Class I,Terminated,2012,182,7,allergen/undeclared
62364,F-1737-2012,Class I,Terminated,2012,198,7,listeria
62364,F-1738-2012,Class I,Terminated,2012,198,7,listeria
62368,F-1675-2012,Class I,Terminated,2012,234,8,allergen/undeclared
62368,F-1678-2012,Class I,Terminated,2012,234,8,allergen/undeclared
62369,F-1721-2012,Class I,Terminated,2012,343,12,allergen/undeclared
62369,F-1722-2012,Class I,Terminated,2012,343,12,allergen/undeclared
62369,F-1720-2012,Class I,Terminated,2012,343,12,allergen/undeclared
62370,F-1680-2012,Class I,Terminated,2012,1210,27,allergen/undeclared
62370,F-1681-2012,Class I,Terminated,2012,1210,27,allergen/undeclared
62370,F-1679-2012,Class I,Terminated,2012,1210,27,allergen/undeclared
62377,F-1734-2012,Class I,Terminated,2012,516,18,salmonella
62396,F-1447-2012,Class I,Terminated,2012,57,2,listeria
62423,F-1761-2012,Class I,Terminated,2012,34,2,salmonella
62423,F-1760-2012,Class I,Terminated,2012,34,2,salmonella
62423,F-1762-2012,Class I,Terminated,2012,34,2,salmonella
62477,F-1764-2012,Class I,Terminated,2012,565,19,salmonella
62477,F-1766-2012,Class I,Terminated,2012,565,19,salmonella
62615,F-1799-2012,Class I,Terminated,2012,134,5,salmonella
62622,F-1818-2012,Class I,Terminated,2012,404,14,allergen/undeclared
62629,F-0716-2013,Class I,Terminated,2012,186,7,listeria
62629,F-0714-2013,Class I,Terminated,2012,186,7,listeria
62629,F-0717-2013,Class I,Terminated,2012,186,7,listeria
62629,F-0715-2013,Class I,Terminated,2012,186,7,listeria
62644,F-2035-2012,Class I,Terminated,2012,118,4,allergen/undeclared
62669,F-2003-2012,Class I,Terminated,2012,70,3,listeria
62669,F-1999-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2008-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2002-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2009-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2006-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2010-2012,Class I,Terminated,2012,70,3,listeria
62669,F-1997-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2000-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2004-2012,Class I,Terminated,2012,70,3,listeria
62669,F-2005-2012,Class I,Terminated,2012,70,3,listeria
62671,F-1994-2012,Class I,Terminated,2012,168,6,allergen/undeclared
62673,F-1844-2012,Class I,Terminated,2012,331,12,allergen/undeclared
62676,F-1884-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1887-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1899-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1911-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1907-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1906-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1885-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1897-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1902-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1910-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1914-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1903-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1894-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1900-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1912-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1898-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1904-2012,Class I,Terminated,2012,189,7,listeria
62676,F-1905-2012,Class I,Terminated,2012,189,7,listeria
62680,F-1864-2012,Class I,Terminated,2012,1335,27,listeria
62685,F-1983-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1977-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1971-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1981-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1973-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1972-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1979-2012,Class I,Terminated,2012,142,5,listeria
62685,F-1974-2012,Class I,Terminated,2012,142,5,listeria
62686,F-1986-2012,Class I,Terminated,2012,373,13,listeria
62687,F-2031-2012,Class I,Terminated,2012,642,22,listeria
62687,F-2032-2012,Class I,Terminated,2012,642,22,listeria
62689,F-2116-2012,Class I,Terminated,2012,413,14,listeria
62690,F-1941-2012,Class I,Terminated,2012,74,3,listeria
62704,F-1868-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1870-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1881-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1877-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1874-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1875-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1878-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1872-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1873-2012,Class I,Terminated,2012,489,17,listeria
62704,F-1879-2012,Class I,Terminated,2012,489,17,listeria
62707,F-2247-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2197-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2223-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2168-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2236-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2260-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2234-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2251-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2244-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2194-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2176-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2227-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2177-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2204-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2246-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2233-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2257-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2211-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2170-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2216-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2199-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2219-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2254-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2178-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2222-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2201-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2243-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2250-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2253-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2175-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2206-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2182-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2169-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2235-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2237-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2191-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2214-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2174-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2220-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2229-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2259-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2193-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2239-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2213-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2198-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2242-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2172-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2200-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2226-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2203-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2190-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2185-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2205-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2228-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2262-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2215-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2173-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2181-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2245-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2189-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2195-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2221-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2218-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2224-201,Class I,Terminated,2012,111,4,listeria
62707,F-2252-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2188-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2240-2012,Class I,Terminated,2012,111,4,listeria
62707,F-2209-2012,Class I,Terminated,2012,111,4,listeria
62710,F-0798-2013,Class I,Terminated,2012,131,5,listeria
62713,F-2431-2012,Class I,Terminated,2012,288,10,allergen/undeclared
62734,F-2159-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2151-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2145-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2141-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2152-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2165-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2149-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2163-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2162-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2137-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2155-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2166-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2164-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2144-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2136-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2157-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2135-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2139-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2134-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2161-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2153-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2138-2012,Class I,Terminated,2012,54,2,listeria
62734,F-2158-2012,Class I,Terminated,2012,54,2,listeria
62750,F-1919-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1922-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1923-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1924-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1920-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1918-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1916-2012,Class I,Terminated,2012,803,27,listeria
62750,F-1921-2012,Class I,Terminated,2012,803,27,listeria
62753,F-1930-2012,Class I,Terminated,2012,752,26,listeria
62758,F-2072-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2064-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2070-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2067-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2068-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2071-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2065-2012,Class I,Terminated,2012,224,8,listeria
62758,F-2066-2012,Class I,Terminated,2012,224,8,listeria
62759,F-2079-2012,Class I,Terminated,2012,93,4,allergen/undeclared
62767,F-2077-2012,Class I,Terminated,2012,74,3,listeria
62767,F-2078-2012,Class I,Terminated,2012,74,3,listeria
62778,F-1987-2012,Class I,Terminated,2012,1096,27,allergen/undeclared
62789,F-2360-2012,Class I,Terminated,2012,650,22,allergen/undeclared
62794,F-2265-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2280-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2282-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2286-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2270-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2264-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2285-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2267-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2284-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2291-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2273-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2290-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2281-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2277-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2274-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2279-2012,Class I,Terminated,2012,293,10,listeria
62794,F-2278-2012,Class I,Terminated,2012,293,10,listeria
62806,F-2014-2012,Class I,Terminated,2012,88,3,salmonella
62846,F-2328-2012,Class I,Terminated,2012,883,27,allergen/undeclared
62883,F-2033-2012,Class I,Terminated,2012,363,13,salmonella
62883,F-2034-2012,Class I,Terminated,2012,363,13,salmonella
62972,F-2330-2012,Class I,Terminated,2012,64,3,listeria
62972,F-2329-2012,Class I,Terminated,2012,64,3,listeria
62976,F-2099-2012,Class I,Terminated,2012,36,2,listeria
62992,F-2111-2012,Class I,Terminated,2012,138,5,allergen/undeclared
62994,F-2115-2012,Class I,Terminated,2012,19,1,listeria
62996,F-0013-2013,Class I,Terminated,2012,63,3,listeria
63002,F-2369-2012,Class I,Terminated,2012,87,3,allergen/undeclared
63002,F-2370-2012,Class I,Terminated,2012,87,3,allergen/undeclared
63032,F-2395-2012,Class I,Terminated,2012,219,8,salmonella
63049,F-2365-2012,Class I,Terminated,2012,56,2,salmonella
63049,F-2361-2012,Class I,Terminated,2012,56,2,salmonella
63049,F-2362-2012,Class I,Terminated,2012,56,2,salmonella
63049,F-2364-2012,Class I,Terminated,2012,56,2,salmonella
63054,F-2334-2012,Class I,Terminated,2012,274,10,salmonella
63054,F-2332-2012,Class I,Terminated,2012,274,10,salmonella
63055,F-1074-2012,Class I,Terminated,2012,416,14,allergen/undeclared
63055,F-2440-2012,Class I,Terminated,2012,416,14,allergen/undeclared
63055,F-1073-2012,Class I,Terminated,2012,416,14,allergen/undeclared
63062,F-2380-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2387-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2378-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2384-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2389-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2382-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2381-2012,Class I,Terminated,2012,55,2,salmonella
63062,F-2385-2012,Class I,Terminated,2012,55,2,salmonella
63063,F-0021-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0015-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0022-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0016-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0018-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0019-2013,Class I,Terminated,2012,986,27,salmonella
63063,F-0020-2013,Class I,Terminated,2012,986,27,salmonella
63065,F-2392-2012,Class I,Terminated,2012,55,2,salmonella
63068,F-2341-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2346-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2336-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2343-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2345-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2347-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2339-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2337-2012,Class I,Terminated,2012,806,27,salmonella
63068,F-2338-2012,Class I,Terminated,2012,806,27,salmonella
63074,F-0100-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0103-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0099-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0101-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0102-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0097-2013,Class I,Terminated,2012,172,6,listeria
63074,F-0098-2013,Class I,Terminated,2012,172,6,listeria
63082,F-0635-2013,Class I,Terminated,2012,325,11,salmonella
63097,F-0009-2013,Class I,Terminated,2012,33,2,salmonella
63097,F-0010-2013,Class I,Terminated,2012,33,2,salmonella
63099,F-0080-2013,Class I,Terminated,2012,93,4,salmonella
63101,F-0145-2013,Class I,Terminated,2012,63,3,salmonella
63101,F-0147-2013,Class I,Terminated,2012,63,3,salmonella
63101,F-0146-2013,Class I,Terminated,2012,63,3,salmonella
63101,F-0144-2013,Class I,Terminated,2012,63,3,salmonella
63106,F-0084-2013,Class I,Terminated,2012,358,12,salmonella
63117,F-2444-2012,Class I,Terminated,2012,55,2,listeria
63117,F-2441-2012,Class I,Terminated,2012,55,2,listeria
63151,F-0078-2013,Class I,Terminated,2012,1353,27,listeria
63176,F-0014-2013,Class I,Terminated,2012,43,2,salmonella
63184,F-0110-2013,Class I,Terminated,2012,373,13,listeria
63193,F-0137-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0129-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0138-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0130-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0127-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0131-2013,Class I,Terminated,2012,347,12,salmonella
63193,F-0136-2013,Class I,Terminated,2012,347,12,salmonella
63208,F-0083-2013,Class I,Terminated,2012,40,2,salmonella
63208,F-0082-2013,Class I,Terminated,2012,40,2,salmonella
63210,F-0030-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0034-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0037-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0029-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0035-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0033-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0036-2013,Class I,Terminated,2012,55,2,salmonella
63210,F-0031-2013,Class I,Terminated,2012,55,2,salmonella
63213,F-0111-2013,Class I,Terminated,2012,28,1,salmonella
63216,F-0085-2013,Class I,Terminated,2012,318,11,listeria
63222,F-0044-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0048-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0049-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0045-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0039-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0046-2013,Class I,Terminated,2012,522,18,listeria
63222,F-0041-2013,Class I,Terminated,2012,522,18,listeria
63233,F-1607-2013,Class I,Terminated,2012,319,11,salmonella
63233,F-1608-2013,Class I,Terminated,2012,319,11,salmonella
63233,F-1605-2013,Class I,Terminated,2012,319,11,salmonella
63233,F-1606-2013,Class I,Terminated,2012,319,11,salmonella
63234,F-1612-2013,Class I,Terminated,2012,314,11,salmonella
63234,F-1610-2013,Class I,Terminated,2012,314,11,salmonella
63234,F-1613-2013,Class I,Terminated,2012,314,11,salmonella
63234,F-1616-2013,Class I,Terminated,2012,314,11,salmonella
63252,F-1722-2013,Class I,Terminated,2012,356,12,salmonella
63252,F-1721-2013,Class I,Terminated,2012,356,12,salmonella
63252,F-1723-2013,Class I,Terminated,2012,356,12,salmonella
63256,F-0026-2013,Class I,Terminated,2012,143,5,listeria
63257,F-0491-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0390-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0467-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0492-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0424-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0502-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0371-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0513-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0364-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0410-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0440-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0336-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0375-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0338-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0399-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0355-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0341-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0462-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0463-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0396-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0382-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0335-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0395-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0423-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0460-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0420-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0354-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0512-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0332-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0368-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0450-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0403-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0488-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0427-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0393-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0453-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0473-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0458-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0477-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0510-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0469-2013,Class I,Terminated,2012,737,25,salmonella
63257,F-0373-2013,Class I,Terminated,2012,737,25,salmonella
